TRADEID,TRADETYPE,ASSETID,PAYREC,FIXFLT,STARTDATE,ENDDATE,FIXINGDATE,IDAYS,RATE,FORWARD,SPREAD,ALLINRATE,NOTIONAL,PAYDATE,FLOWS,TRANSACTION_TYPE,DAYS,CCY,ZERO,DISCOUNT,PRESENTVALUE,ASOFDATE
4918087,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/05/2021,-100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4918098,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,89557215.5,XNL,(null),NOK,(null),(null),(null),20/08/2020
4918098,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-8500000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4918100,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,8500000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4918100,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-89605589,XNL,(null),NOK,(null),(null),(null),20/08/2020
4918136,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/12/2020,2656547.81,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918136,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/12/2020,-422000,XNL,(null),USD,(null),(null),(null),20/08/2020
4918144,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,66000000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4918144,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-47832180,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918146,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,41000000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4918146,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-29713930,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918147,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,77515294,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918147,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-107000000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4918160,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/01/2021,7000000,XNL,(null),NOK,(null),(null),(null),20/08/2020
4918160,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/01/2021,-4925900,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918161,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),26/02/2021,5000000,XNL,(null),NOK,(null),(null),(null),20/08/2020
4918161,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),26/02/2021,-3516000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918163,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/03/2021,8000000,XNL,(null),NOK,(null),(null),(null),20/08/2020
4918163,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/03/2021,-5621600,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918168,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,2000000,XNL,(null),TRY,(null),(null),(null),20/08/2020
4918168,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,-226165.52,XNL,(null),EUR,(null),(null),(null),20/08/2020
4918173,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,2700000,XNL,(null),ZAR,(null),(null),(null),20/08/2020
4918173,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,-130073.22,XNL,(null),EUR,(null),(null),(null),20/08/2020
4918174,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,130076.91,XNL,(null),EUR,(null),(null),(null),20/08/2020
4918174,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,-2700000,XNL,(null),ZAR,(null),(null),(null),20/08/2020
4918175,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/11/2020,50000000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918175,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/11/2020,-69009060,XNL,(null),SEK,(null),(null),(null),20/08/2020
4918176,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/11/2020,69010060,XNL,(null),SEK,(null),(null),(null),20/08/2020
4918176,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/11/2020,-50000000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918178,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,1561459.44,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918178,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),16/09/2020,-240000,XNL,(null),USD,(null),(null),(null),20/08/2020
4918180,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,1092717216,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918180,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-174000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4918182,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,174000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4918182,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-1092876600,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918184,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,230642599.1,XNL,(null),USD,(null),(null),(null),20/08/2020
4918184,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,-2000000000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4918204,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),06/10/2020,52956.12,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918204,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),06/10/2020,-8400,XNL,(null),USD,(null),(null),(null),20/08/2020
4918206,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,4000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4918206,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),31/08/2020,-42100172,XNL,(null),NOK,(null),(null),(null),20/08/2020
4918251,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/11/2020,138487.91,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918251,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/11/2020,-22000,XNL,(null),USD,(null),(null),(null),20/08/2020
4918254,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/11/2020,107013.39,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918254,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/11/2020,-17000,XNL,(null),USD,(null),(null),(null),20/08/2020
4918256,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,34000000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4918256,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-253208370,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918257,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,12350250,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918257,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-1500000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4918259,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,28000000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4918259,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-20300812,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918260,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,1000000,XNL,(null),CHF,(null),(null),(null),20/08/2020
4918260,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-6909035,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918261,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,96000000,XNL,(null),JPY,(null),(null),(null),20/08/2020
4918261,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-5645695.68,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918262,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,21748200,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918262,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-30000000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4918263,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,610373.1,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918265,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,5647049.28,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918263,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-1700000,XNL,(null),ZAR,(null),(null),(null),20/08/2020
4918264,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,1700000,XNL,(null),ZAR,(null),(null),(null),20/08/2020
4918264,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-610354.4,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918265,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-96000000,XNL,(null),JPY,(null),(null),(null),20/08/2020
4918280,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,1500000000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918280,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-201407164.7,XNL,(null),EUR,(null),(null),(null),20/08/2020
4918334,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/09/2020,950246.8,XNL,(null),DKK,(null),(null),(null),20/08/2020
4918334,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/09/2020,-200000,XNL,(null),CAD,(null),(null),(null),20/08/2020
4920025,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,600000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4920025,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,-434350.8,XNL,(null),DKK,(null),(null),(null),20/08/2020
4920031,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),07/10/2020,2000000,XNL,(null),NOK,(null),(null),(null),20/08/2020
4920031,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),07/10/2020,-1418000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4920094,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/03/2022,500000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4920094,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),29/03/2022,-5176100,XNL,(null),SEK,(null),(null),(null),20/08/2020
4920096,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),28/06/2022,1500000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4920096,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),28/06/2022,-15547800,XNL,(null),SEK,(null),(null),(null),20/08/2020
4920118,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),25/08/2020,267000000,XNL,(null),MXN,(null),(null),(null),20/08/2020
4920118,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),25/08/2020,-12001970.48,XNL,(null),USD,(null),(null),(null),20/08/2020
4920122,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,1306596,XNL,(null),USD,(null),(null),(null),20/08/2020
4920122,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),24/08/2020,-2000000,XNL,(null),NZD,(null),(null),(null),20/08/2020
4920142,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/09/2020,50000000,XNL,(null),CAD,(null),(null),(null),20/08/2020
4920142,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/09/2020,-31985772.73,XNL,(null),EUR,(null),(null),(null),20/08/2020
4920143,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/09/2020,50000000,XNL,(null),CAD,(null),(null),(null),20/08/2020
4920143,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/09/2020,-31982683.3,XNL,(null),EUR,(null),(null),(null),20/08/2020
4920144,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/09/2020,40000000,XNL,(null),CAD,(null),(null),(null),20/08/2020
4920144,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/09/2020,-25588618.18,XNL,(null),EUR,(null),(null),(null),20/08/2020
4920145,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/09/2020,40000000,XNL,(null),CAD,(null),(null),(null),20/08/2020
4920145,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/09/2020,-25589272.98,XNL,(null),EUR,(null),(null),(null),20/08/2020
4920156,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/09/2020,51170320,XNL,(null),EUR,(null),(null),(null),20/08/2020
4920156,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/09/2020,-80000000,XNL,(null),CAD,(null),(null),(null),20/08/2020
4920157,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/09/2020,51178160,XNL,(null),EUR,(null),(null),(null),20/08/2020
4920157,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/09/2020,-80000000,XNL,(null),CAD,(null),(null),(null),20/08/2020
4920161,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),13/08/2021,6257843,XNL,(null),DKK,(null),(null),(null),20/08/2020
4920161,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),13/08/2021,-1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4920163,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/09/2020,12788580,XNL,(null),EUR,(null),(null),(null),20/08/2020
4920163,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),09/09/2020,-20000000,XNL,(null),CAD,(null),(null),(null),20/08/2020
4920170,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/04/2021,6275949,XNL,(null),DKK,(null),(null),(null),20/08/2020
4920170,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/04/2021,-1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4920181,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/11/2020,32000000,XNL,(null),CHF,(null),(null),(null),20/08/2020
4920181,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/11/2020,-221814147.2,XNL,(null),DKK,(null),(null),(null),20/08/2020
4920182,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/11/2020,221826947.2,XNL,(null),DKK,(null),(null),(null),20/08/2020
4920182,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/11/2020,-32000000,XNL,(null),CHF,(null),(null),(null),20/08/2020
4920226,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,6297455,XNL,(null),DKK,(null),(null),(null),20/08/2020
4920226,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4920227,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4920227,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-6297455,XNL,(null),DKK,(null),(null),(null),20/08/2020
4920230,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/09/2020,1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4920230,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/09/2020,-6292989,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923002,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),28/08/2020,3351301.43,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923002,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),28/08/2020,-450000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4923005,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),07/09/2020,287815.01,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923005,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),07/09/2020,-35000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4923006,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/10/2020,1837404.4,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923006,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),30/10/2020,-2600000,XNL,(null),NOK,(null),(null),(null),20/08/2020
4923007,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/09/2020,941560.5,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923007,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),01/09/2020,-150000,XNL,(null),USD,(null),(null),(null),20/08/2020
4923026,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/09/2020,607820,XNL,(null),CHF,(null),(null),(null),20/08/2020
4923026,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/09/2020,-564782.13,XNL,(null),EUR,(null),(null),(null),20/08/2020
4923028,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/09/2020,564797.88,XNL,(null),EUR,(null),(null),(null),20/08/2020
4923028,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/09/2020,-607820,XNL,(null),CHF,(null),(null),(null),20/08/2020
4923030,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/09/2020,16007109.08,XNL,(null),EUR,(null),(null),(null),20/08/2020
4923030,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/09/2020,-14482560,XNL,(null),GBP,(null),(null),(null),20/08/2020
4923031,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/09/2020,14482560,XNL,(null),GBP,(null),(null),(null),20/08/2020
4923031,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),18/09/2020,-16006578.34,XNL,(null),EUR,(null),(null),(null),20/08/2020
4923037,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/11/2020,669880,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923037,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/11/2020,-100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4923069,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),26/08/2020,40960804.5,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923069,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),26/08/2020,-5500000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4923070,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),26/08/2020,5500000,XNL,(null),EUR,(null),(null),(null),20/08/2020
4923070,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),26/08/2020,-40960744,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923071,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,44018429,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923071,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,-7000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4923073,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,7000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4923073,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/09/2020,-44016385,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923075,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),26/08/2020,903189.45,XNL,(null),USD,(null),(null),(null),20/08/2020
4923075,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),26/08/2020,-7000000,XNL,(null),HKD,(null),(null),(null),20/08/2020
4923121,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,28000000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4923121,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-20234816,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923122,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,15895000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923122,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-22000000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4923123,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,4335000,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923123,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),17/09/2020,-6000000,XNL,(null),SEK,(null),(null),(null),20/08/2020
4923139,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,477610.5,XNL,(null),USD,(null),(null),(null),20/08/2020
4923139,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),08/09/2020,-2999979,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923204,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,4079999,XNL,(null),PLN,(null),(null),(null),20/08/2020
4923204,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,-1100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4923205,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,1100000,XNL,(null),USD,(null),(null),(null),20/08/2020
4923205,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/09/2020,-4080503.9,XNL,(null),PLN,(null),(null),(null),20/08/2020
4923206,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),25/09/2020,4932383.4,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923206,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),25/09/2020,-600000,XNL,(null),GBP,(null),(null),(null),20/08/2020
4923306,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),26/08/2020,68939805,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923306,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),26/08/2020,-11000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4923307,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),12/05/2021,12464280,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923307,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),12/05/2021,-2000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4923311,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/06/2021,6227222,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923311,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),15/06/2021,-1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4923313,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),13/08/2021,6218247,XNL,(null),DKK,(null),(null),(null),20/08/2020
4923313,FXSWAP,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),13/08/2021,-1000000,XNL,(null),USD,(null),(null),(null),20/08/2020
4923337,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,226180.61,XNL,(null),EUR,(null),(null),(null),20/08/2020
4923337,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),14/09/2020,-2000000,XNL,(null),TRY,(null),(null),(null),20/08/2020
4925017,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,300000,XNL,(null),PLN,(null),(null),(null),20/08/2020
4925017,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,-507506.1,XNL,(null),DKK,(null),(null),(null),20/08/2020
4925093,FXFWD,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),21/08/2020,1252493.62,XNL,(null),DKK,(null),(null),(null),20/08/2020
